category,post_index,filename,window_title,scraped_at,raw,cleaned
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,3,post_4.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T17:49:02,"als
Xiaoxuan Talk Malaysia (Official)
focus on
Kelana
LRT maintenance completed
MvKelana Jaya LRT Latest Announcement; Kuala
Lumpur;, October 28,2025
Rapid Rail Sdn Bhd has
announced that maintenance Work on the power
supply failure between Gombak and Wangsa Maju
stations on the Kelana
LRT line has been
successfully completed Earlier today, the Kelana
LRT line experienced service delays due to a power
outage at Gombak Station. At the time of the incident
trains from Putra Heights could only travel to Wangsa
Maju and then turned back With the completion of the
maintenance Work the temporary shuttle bus service
will be immediately suspended. Currently, train
timetables are
undergoing final adjustments;and
service will resume normally soon. The affected bus
routes 202 and 250 will also be reopening soon Rapid
KLsincerely apologizes for any inconvenience caused
and thanks all passengers for their understanding and
patience during the maintenance period. Source: Rapid
KL
#Malaysia #LRT #rapidkl #kelanajaya #malaysia #kl
#Irt
2025-10-28
There are 3 comments in total。
Xiaoxuan Talk Malaysia (Officia]
author
Uakfo
lt's
2025-11-01 Malaysia
91
reply
Xiaolingding
Thank God
2025-11-02
Malaysla
Dralse
rebNV
something。
38
d503 @
Jaya
Jaya
Jaya
Okay。
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,4,post_5.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T17:49:18,"A smile can dispel worries。
focus on
LRT failure
LRT Kelana Jaya is out Of service again today.A 15-
minute stop at one station; /'m going to be latel
2025-08-26
48 comments in total
What kind oftree produces peanuts?
Was late
but
SJV
2025-08-26 Malaysia
30
02
Asmile can dispel worries。
author
Wow, not bad,at least there's some scenery on
myway to work
2025-08-26 Malaysia
02
reply
Show 1 reply
Momo
Isi still available?
2025-08-26 Malaysia
praise
05
Asmile can dispel worries。
author
The train carriage Imin is moving normally now;
butthere are still many people waiting at every $
tation。
2025-08-26 Malaysia
praise
reply
something。
106
14
48
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,5,post_7.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T17:49:58,"C61Tjl
focus on
The Kelana
LRT line is broken。
The broadcast said there Was an issue at Pasar Seni。
Anyone know how lateit is?
#Irt #kelanajayaline #Irtkelanajaya #pasarseni #metro
#malaysia
2025-06-09
There are 5 comments in total。
Do
need to get off and transfer tracks now, or do |
just need to wait inside the same train?
2025-06-09 Malaysia
pralse
01
C611j1
author
Ifyou're ina hurry; its best to use other means 0
transportation; waiting is really too long:
2025-06-09 Malaysia
reply
No need for dipping sauce when eating hot
Hello, will it affect my travel from the gateway to SS15?
2025-06-09 Malaysia
praise
01
C_61Ijl
author
It seems SO, but I'm not sure。
2025-06-09 Malaysia
reply
xtineyoww0
Are you done
2025-06-09 Malaysia
reply
THE END
something。
97 A105 @
Jaya
Yay!
pot
yet?
praise
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,6,post_1.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:13:39,"Xiaoxuan Talk Malaysia (Official)
focus on
MYLRT Kelanajayaline Announcement: Trains
Reduce Speed
Rapid Rail has issued a media statement
confirming
that the Kelana Jaya LRT line has resumed normal
operations following the incident
Points: On
December 10,2025, the Kelana
line fully resumed
operationat 7.41 AM The incident was caused by a
maintenance Vehicle derailing on the tracks at
Universiti station in the early morning, damaging the
local signaling system Service has now been restored
after technicians completed repairs。
Incidentand
Investigation: A detailed investigation is ongoing to
determine the cause and implement further
preventative measures。
Response Measures:
Alternative routes and shuttle services were provided
during the outage to assist passengers; these are
currently closed。
Safety and Assistance: The Rapid
Rail team will continue to closely monitor operations。
Police and staff will remain stationed at relevant
stations to assist with passenger flow. Passenger
reports indicate very
intervals between trains
during peak hours; with trains consistently
overcrowded. Trains appear to be operating at reduced
speeds to avoid accidents. Passengers are advised to
plan their journeys in advance and allow extra
Source
Rapid KL #Malaysia #Transportation #LRT #MRT
2025-12-10
There are 4 comments in total。
Xiaoxuan Talk Malaysia (Official)
author
Kelana Jaya LRT Line Update: Obstacles on the tracks
near Kerinchi Station have been cleared. Alternative
train services are suspended. Train timetables are
something。
29
众104 @
Key
Jaya
long
time
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,7,post_2.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:13:55,"A smile can dispel worries。
focus on
LRT failure
LRT Kelana Jaya is out Of serice again
A15-
minute stop at one station; /'m going to be latel
2025-08-26
48 comments in total
What kind of tree produces peanuts?
Was late
but
SaW
2025-08-26 Malaysia
30
02
Asmile can dispel worries。
author
Wow; not bad,at least there's some scenery on
my way to work
2025-08-26 Malaysia
02
reply
Show 1 reply
Momo
Isi still available?
2025-08-26 Malaysia
praise
05
Asmile can dispel worries。
author
The train carriage Imin is moving normally now;
butthere are still many people waiting at every $
tation。
2025-08-26 Malaysia
praise
reply
something。
106
14
048
today .
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,8,post_3.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:14:12,"Summer Winnie the Pooh clouds。
focus on
MYLRT malfunction caused delays in work, so 川I
take this as a reward
The LRT broke down this morning
Those needing
supporting documents to submit to HR can get this
Slip from Rapid Abang Kakak at the counter
#Malaysia #LRT #LRTBreak #Delayslip
#LunarNewYear3rd #GoodluckStart
#LunarNewYear3rd #klcc #kelanajaya #Irtkelanajaya
2 days agoin Malaysia
There are 3 comments in total。
Taking it is useless; i will be as late as it takes。
2 days ag0
Malaysia
5
02
Summer Winnie the Pooh clouds
author
Its a bit frustrating because we weren't late whe
0 We left but we were late because of the train. B
ut thinking about i its better than being docke
d pay:
a90 Malaysia
pralse
reply
Show
reply
THE END
something。
43
凸15  03 @
Delay
 days
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,9,post_4.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:14:29,"Leo from the North
focus on
odds of winning aren't that high;and
got
hit by
Kelana Jaya line; from Abdullah Hukum towards Putra
Height Struck by lightning
Currently alighting at
Paramount
14/10/2025,6:45pm *Luckily | got offat
my stop
#kelanajaya #Irt #kelanajayalrt #kelanajayalrtline
Edited on 2025-10-14
70 comments in total
Leo from the North
author
Pinhed comment
2025-10-14 Malaysia
reply
Big fat pig
What? Struck by lightning?
2025-10-14 Malaysia
01
01
Leo from the North
author
Surprised? Unexpected?
2025-10-14 Malaysia
reply
Love chocolate; but dont love 计 too much。
Was terrified! There were four emergency breaks;
thankfully
Off at this stop. My husband was
chnrton whon ho C3I 计
Caiinn
IVnlr Iifo almnct
something。
576
62
70
The
TI ~0
praise
got
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,10,post_5.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:14:46,"Working people
focus on
Kelana
Line LRT has a problem。
It's that damn 6:05 PM Tuesday LRT again and its
incredibly crowded。
There were many people leaving work this morning; so
even morel
*Update* 6.30 PM LRT
trains are stopping for
at
every station; there seems to be a problem。
#Irtkelanajaya #Irt
Edited on 2025-12-02
10 comments in total
There is a cute little autumn。
happened to be on the problematic bus
and Was
kicked Off
2025-12-02
Malaysla
praise
03
 Busy working people
author
Which station?
2025-12-02 Malaysia
reply
Show 2 replies
DD Singapore & Malaysia Intemational Shipping
Here We goagain。
2025-12-03 Malaysia
praise
reply
don't like green vegetables
don't know what's wrong with how many people are
acting SO strangely
2025-12-02 Malaysia
reply
Fishing in troubled waters
something。
33
collect
10
Busy
Jaya
long
praise
today
praise
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,11,post_6.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:15:05,"Good luck to all test takers!
focus on
LRT Kelana
Line Phase 2 Repair Experience
Some experiences during Phase 2 maintenance of the
LRT Kelana
Line: Phase 2 maintenance of the LRT
Kelana
Line runs from LRT Gombak to LRT KLCC
At each LRT station; staff are on hand to assist you on
Which bus (Bus 2 or Bus 3) to take to your destination:
Ifyou're unsure; you can ask them Since
Was going to
LRT Dang Wangi;
took Bus 3 (Figure
2). You can
Off at Dang Wangi and take the LRT. You can also check
inadvance which bus goes to your desired LRT station。
Ifyou want to know in advance whether the LRT is still
under maintenance; you can download the app shown
in Figure
It will display notifications indicating
whether maintenance is ongoing or completed (Figures
5
show maintenance ongoing) Phase 3 of LRT
maintenance is about to begin, so you can check in
advance Which day the LRT will be under maintenance
to plan your trip。
#LRTWangsaMaju #LRT #RAPIDKL
Edited on 2025-10-15
This is a wasteland. (Click to comment)
something。。
O12
众1 0 Comment
Jaya
Jaya
Jaya
get
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,12,post_7.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:15:20,"When asked about Wenwen
focus on
LRT trauma
Sisters; do you understand? Today's LRT outage isall
too familiar to you; so many people are unable to get
back to their homes。
planned to Wait until after dinner
before taking the LRT, to wait a bit longer until it was
fixed and the crowds dispersed . But | never expected
that the person next to me with smelly feet would
their foot rightin front of mell! What a traumatic day!
#Irt #Irtkelanajaya #Irtoutage #Irtpasarseni
2025-10-09
There are 2 comments in total。
am yourtreasure。
Geli!
2025-10-09 Malaysia
praise
reply
don't understand why
Should report them!
2025-10-09 Malaysia
reply
THE END
something.
45
众3 02 @
grab
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,13,post_8.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:15:39,"Xiaoxuan Talk Malaysia (Official)
focus on
P9
Kelana
LRT maintenance completed
MvKelana Jaya LRT Latest Announcement; Kuala
Lumpur;, October 28,2025 - Rapid Rail Sdn Bhd has
announced that maintenance Work on the power
supply failure between Gombak and Wangsa Maju
stations on the Kelana Jaya LRT line has been
successfully completed . Earlier today, the Kelana
LRT line experienced service
due to a power
outage at Gombak Station. At the time of the incident
trains from Putra Heights could only travel to Wangsa
Maju and then turned back With the completion of the
maintenance Work the temporary shuttle bus service
will be immediately suspended. Currently, train
tmetables are
undergoing final adjustments;and
service will resume normally soon. The affected bus
routes 202 and 250 will also be reopening soon Rapid
KLsincerely apologizes for any inconvenience caused
and thanks all passengers for their understanding and
patience during the maintenance period. Source: Rapid
KL
#Malaysia #LRT #rapidkl #kelanajaya #malaysia #kl
#Irt
2025-10-28
There are 3 comments in total。
Xiaoxuan Talk Malaysia (Officia]
author
Takfo
lt's
2025-11-01 Malaysia
reply
Xiaolingding
Thank God
2025-11-02
Malaysia
Dralse
rebNV
something。
38
A503 @
Jaya
Jaya
delays
okay
Say",
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,14,post_9.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-21T18:15:59,"Ootashi store (for home use)
focus on
LRT Kelana
has problems again
The Taman Bahagia station is experiencing problems
again; but other stations are operating normally。
Edited on 2025-11-21
There are
comments in total。
En doesnt get enough sleep
Does that mean LRT is currently being demolished?
2025-11-21 Malaysia
01
04
Ootashi store (for home use)
author
The train will Slow down slightly at Taman Bahagi
station but everything else is normal。
FrcquCncv Updates LsUU PII
517 =
;T
#TTTI r
TTIJ
ToIMI +
T
TI
S1 'uruJL uuIIIIU
INN
TITHI-IIA
IIIII4I
IU AIIII
 !ITInFVIT
2025-11-21
Malaysia
praise
reply
Show 3 replies
Dan
Itjust got me stuck halfway there:
between Kelana
Jaya and Taman Bahagia。
2025-11-21 Malaysia
O2
reply
Sweet cucumbers
@SweetlittleCucumber
2025-11-21 Malaysia
praise
reply
something。
〉11
3207 @
Jaya
Say",
mrt fault - 小红书搜索 - Google Chrome,1,post_1.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T17:51:10,"Keviein
Singapore
focus on
Eating or drinking on the subway in the US can
resultin a
#EatingOnTheSubway #Subway #Singaporelife #Fine
#MRT #CivilizedTravel
Afriend recently asked me 讦 eating on the Singapore
subway is really punishable by a fine。
specifically sent
this photo of myself on the subway
is
absolutely forbiddenl The maximum fine is 500 SGD!
|Vealmost never seen anyone
eating Or drinking on
the subway, and |always
aneye on my two kids
to make sure
don'teat on the street Everyone
follows the rules。
Also, smoking, carrying flammable items, and carrying
durian are all prohibited, and violations will also result
in fines. Everyone should travel responsibly
Eating and drinking can result in a maximum fine of
500 SGD;
smoking can resultin a maximum fine of 1000 SGD;
carrying flammable items can result in a maximum fine
of
500 SGD; carrying durian can result in a maximum fine
禁 禁 禁
Edited on 2025-09-11
There are 6 comments in total。
Half Moon
Good Luck (ENFP Accelerated
Version)
Actually;
rarely see people eating Or drinking on the
subway (even in China). This might be a bit..
2025-09-11 Jiangxi
01
03
Kevie in
Singapore
author
Haha, that's true! People in China are very civilize
d, though they might bring a milk tea or somethi
ng because it's SO cheap. I'm so envious!
something.
O5 众2 06
fine。
him
keep
they
Say",
mrt fault - 小红书搜索 - Google Chrome,2,post_3.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T17:51:54,"Go out and have fun
focus on
MRT took me to another ending
""It Wasn'tthat | got on the wrong train; i Was that | got
on the wrong train!
The same line could lead to two
completely different outcomes。 "" Today Was my first
of full-time work and my brain Was completely
fried after work; all | wanted to do Was
home:
stood on the MRT platform and saw a train coming;
thinking; ""This is the line
need to takel"" Fullof
confidence;
boarded; found a seat; put on my
headphones;and prepared to close my eyes and relax
and then tragedy struck
Turns out even within the
same
subway line; there are ""trains on different routes
had the misfortune of boarding the wrong one
Watched helplessly as my intended stop got further
and further away;and
even got Off at a station Id
never heard of before_
In the end, | got off, boarded
again,and then went back My commute home took
almost an hour: My
first impression of work? The
MRT robbed me ofit Me: Im off work but my mind is
completely exhausted。
Hasanyone else
experienced the same mental confusion caused by
getting lost on the MRT/LRT lines? Welcome to share
your ""traffic trap experiences'
Otherise
really
thought
Was the only
one Who
scammed。
#TheWorldWasOnlyMeWhoWounded
#HowDidlGetBackHere #WrongBus
2025-07-06
54 comments in total
Daydreaming every day
1also missed this one:
2025-07-06 Malaysia
something。
264
27
54
day
get
good
got
Say",
mrt fault - 小红书搜索 - Google Chrome,3,post_4.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T17:52:11,"Ni An'an
focus on
MYWho understands What i feels like to be the
only person left on the MRT?
It's the feeling of terror, the feeling of running, the fear
Of being trapped inside; the fear that the staff won't
see you;and the feeling of
lucky enough to get
out
#LeavingMetroStation #Alone #MRT
2025-12-15
33 comments in total
Happy;
1:25 You got off at the same place you were going to,
ahhahah! By the way; you're very lucky
2025-12-15 Malaysia
25
03
Ni An'an
author
From Maluri to Tmn Connaught hahaha;
the
MRT was also unusually late today; but
Was luck
2025-12-15 Malaysia
reply
Show 2 replies
Kirby is not thin
Isn'tthe last MRT train around 11 O'clock?
2025-12-15 Malaysia
O29
03
Countless lights
Yeah; Im curious too。
2025-12-15 Malaysia
10
reply
Show 2 replies
something。
318
29
33
being
happy
Say",
mrt fault - 小红书搜索 - Google Chrome,4,post_7.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T17:53:15,"Nameless Cat
focus on
sGLeave evidence of my lateness
Today Was a train fault on the Red Line. It was the first
time /'d ever experienced the MRT turning off the lights
and telling everyone to get off
Wasn't sure if there
Would be another train | could take; but
decided
against it because
feltit would be
crowded。
#Singapore #MRTl
2025-07-08
There are 9 comments in total。
CC
They were actually trapped for half an hour
2025-07-08
 Singapore
04
01
Nameless Cat
author
Ohmy
2025-07-08 Singapore
reply
33
Why do
feel like the additonal was more than 10
minutes?
It Was Supposed to be 9:15, but | didnt
arrive until 10!
2025-07-08 Singapore
02
01
Nameless Cat
author
didn'tarrive until 10 o'clock! It's because the bu
s ride Was quite long, haha。
2025-07-08 Singapore
praise
reply
Losing weight while wearing Empire's pigs
You can
a certificate from the passenger center。
something:
85
众2 09
very
god!
praise
get
Say",
mrt fault - 小红书搜索 - Google Chrome,5,post_9.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-21T17:53:57,"Silly
focus on
don't know what time /""I get home。
The MRT line that was supposed to return was
suspended Staff said someone had trespassed onto
the tracks at one station; suspected of stealing cables;
SO the line Was forced to stop: We had to wait for the
opposite line to arrive. MRT staff then directed us to 9o
downstairs to wait for the bus。
#MRT #OffWork
#MRTMorgue #kwasadamansara
2025-06-06
34 comments in total
The sea changes into mulberry fields
OMG, really?
need to take the bus to Putrajaya later。
2025-06-06 Malaysia
014
Silly
author
took the Metro Prima route back to Kwasa Dam
ansara。
don't know 讦fyours will be affected。
2025-06-06 Malaysia
praise
reply
Show 13 replies
Matcha Milk Ice
Has i returned to normal?
2025-06-06 Malaysia
praise
03
Silly
author
Notyet
2025-06-06 Malaysia
praise
reply
Show 2 replies
something。
48
A5 O34
praise
Say",
